	D17p7_A2_nuc	D17p7_B7_nuc	D17p7_B8_cyto	D17p7_A3_cyto	D17p7_B9_memb	D17p7_A4_memb	D17p7_B10_insol	D17p7_A5_insol	R2-total-depl	R1-total-depl
FBgn0053641	0	0	1.836569103	0	0	0	0	0	0.481576786	0.481576786
FBgn0053642	0	0	0	0	0	0	0	0	0	0
FBgn0053643	0	0	0	0	0	0	0	0	0	0
FBgn0053644	0	0	0	0	0.873443673	0	0	0	0	0
FBgn0053645	0	0	0	0	0	0	0	0	0	0
FBgn0053647	0	0	0	0	0	0	0	0	0	0
FBgn0053648	1.731903797	0	0	0	0	0	0	0	0	0
FBgn0053653	62.34853668	51.9007602	113.8672844	93.32131716	48.9128457	39.77952895	62.08463227	54.06409454	68.86548038	68.86548038
FBgn0053654	0	0	0	2.120939026	0	0.846372956	0	0.772344208	0	0
FBgn0053658	10.39142278	10.38015204	7.346276411	2.120939026	6.114105713	5.078237738	5.236053324	1.544688416	2.889460715	2.889460715
FBgn0053664	1.731903797	8.897273178	0	0	0	0	0	0.772344208	1.926307143	1.926307143
FBgn0053665	6.927615187	7.414394315	0	0	0	0	0	0	0.481576786	0.481576786
FBgn0053666	1.731903797	0	0	2.120939026	0	0	0	0.772344208	1.444730358	1.444730358
FBgn0053667	3.463807593	10.38015204	0	0	0.873443673	0	0	0.772344208	1.926307143	1.926307143
FBgn0053668	3.463807593	7.414394315	0	0	0	0	0.748007618	0.772344208	1.926307143	1.926307143
FBgn0053669	1.731903797	2.965757726	0	2.120939026	0	0	0	0	1.926307143	1.926307143
FBgn0053673	0	0	0	0	0	0	0	0	0	0
FBgn0053679	0	0	0	0	0	0	0.748007618	0	0	0
FBgn0053680	0	0	0	0	0	0	0	0	0	0
FBgn0053687	0	0	0	0	0	0	0	0	0	0
FBgn0053688	1.731903797	0	0	0	0	0	0	0	0	0
FBgn0053689	0	0	0	0	0	0	0	0	0	0
FBgn0053690	0	0	0	0	0	0	0	0	0	0
FBgn0053696	1.731903797	4.448636589	1.836569103	0	0	0	1.496015236	1.544688416	1.444730358	1.444730358
FBgn0053700	0	0	0	0	0	0	0	0	0	0
FBgn0053701	0	0	0	0	0	0	0	0	0	0
FBgn0053702	0	0	0	0	0	0	0	0	0	0
FBgn0053703	0	0	0	0	0	0	0	0	0	0
FBgn0053704	1.731903797	0	0	0	0	0	0	0	0	0
FBgn0053710	0	0	0	0	0	0	0	0	0	0
FBgn0053721	1.731903797	1.482878863	0	0	0.873443673	0	0.748007618	0.772344208	0	0
FBgn0053723	0	0	0	0	0	0	0	0	0	0
FBgn0053725	0	1.482878863	0	0	0.873443673	0	0	0	0	0
FBgn0053727	0	0	0	0	0	0	0	0	0	0
FBgn0053728	0	0	0	0	0	0	0	0	0	0
FBgn0053729	0	0	0	0	0	0	0	0	0	0
FBgn0053730	0	0	0	0	0	0	0	0	0	0
FBgn0053731	0	0	0	0	0	0	0	0	0	0
FBgn0053732	0	0	0	0	0	0	0	0	0	0
FBgn0053733	0	0	0	0	0	0	0	0	0	0
FBgn0053734	0	0	0	0	0	0	0	0	0	0
FBgn0053735	0	0	0	0	0	0	0	0	0	0
FBgn0053736	0	0	0	0	0	0	0	0	0	0
FBgn0053737	0	0	0	0	0	0	0	0	0	0
FBgn0053738	0	0	0	0	0	0	0	0	0	0
FBgn0053739	0	0	0	0	0	0	0	0	0	0
FBgn0053740	0	0	0	0	0	0	0	0	0	0
FBgn0053741	0	0	0	0	0	0	0	0	0	0
FBgn0053742	0	0	0	0	0	0	0	0	0	0
FBgn0053743	0	0	0	0	0	0	0	0	0	0
FBgn0053744	0	0	0	0	0	0	0	0	0	0
FBgn0053745	0	0	0	0	0	0	0	0	0	0
FBgn0053746	0	0	0	0	0	0	0	0	0	0
FBgn0053752	12.12332658	20.76030408	0	0	0	0	0.748007618	0	0.963153572	0.963153572
FBgn0053757	0	0	0	0	0	0	0.748007618	0	0	0
FBgn0053758	0	0	0	0	0	0	0	0	0	0
FBgn0053764	0	0	0	0	0	0	0	0	0	0
FBgn0053766	0	0	0	0	0	0	0	0	0	0
FBgn0053767	0	0	0	0	0	0	0	0	0	0
FBgn0053768	0	0	0	0	0	0	0	0	0	0
FBgn0053769	0	0	0	0	0	0	0	0	0	0
FBgn0053770	0	0	0	0	0	0	0	0	0	0
FBgn0053771	0	0	0	0	0	0	0	0	0	0
FBgn0053772	0	0	0	0	0	0	0	0	0	0
FBgn0053773	0	0	0	0	0	0	0	0	0	0
FBgn0053774	110.841843	127.5275822	1155.201966	1287.409989	554.6367325	621.2377499	243.1024758	262.5970306	295.2065697	295.2065697
FBgn0053775	1.731903797	0	0	0	0.873443673	0.846372956	0	0	0.481576786	0.481576786
FBgn0053777	0	0	0	0	0	0	0	0	0	0
FBgn0053783	0	0	0	0	0	0	0	0	0	0
FBgn0053784	0	0	0	0	0.873443673	0	0	0	0	0
FBgn0053792	0	0	0	2.120939026	0.873443673	0.846372956	0	0	0	0
FBgn0053795	0	0	0	2.120939026	0	0	0	0	0.481576786	0.481576786
FBgn0053796	0	0	0	0	0	0	0	0	0	0
FBgn0053797	1.731903797	1.482878863	0	0	0	0	0	0	0	0
FBgn0053798	0	0	0	0	0	0	0	0	0	0
FBgn0053801	71.00805566	51.9007602	222.2248614	224.8195368	63.76138815	82.09817676	29.92030471	44.79596405	53.45502323	53.45502323
FBgn0053802	185.3137062	126.0447034	137.7426827	360.5596345	52.40662039	77.01993902	71.80873131	74.14504394	151.6966875	151.6966875
FBgn0053803	0	0	0	0	0	0	0	0	0	0
FBgn0053804	0	0	0	0	0	0	0	0	0	0
FBgn0053805	24.24665315	35.58909271	86.31874783	101.8050733	37.55807795	34.70129121	20.19620568	23.94267044	20.22622501	20.22622501
FBgn0053806	0	0	0	0	0	0	0	0	0	0
FBgn0053807	0	0	0	0	0	2.539118869	0	0.772344208	0.963153572	0.963153572
FBgn0053808	0	0	0	0	0	0	0	0	0	0
FBgn0053809	0	0	0	0	0	0	0	0	0	0
FBgn0053810	0	0	0	0	0	0	0	0	0	0
FBgn0053811	185.3137062	126.0447034	137.7426827	360.5596345	52.40662039	77.01993902	71.80873131	74.14504394	151.6966875	151.6966875
FBgn0053812	0	0	0	0	0	0	0	0	0	0
FBgn0053813	180.1179949	126.0447034	369.1503897	360.5596345	153.7260865	170.9673372	56.10057133	81.86848602	94.87062682	94.87062682
FBgn0053814	0	0	0	0	0	0	0	0	0	0
FBgn0053815	0	0	0	0	0	0	0	0	0	0
FBgn0053816	0	0	0	0	0	0	0	0	0	0
FBgn0053817	0	0	0	0	0	0	0	0	0	0
FBgn0053818	0	0	0	0	0	0	0	0	0	0
FBgn0053819	0	0	0	0	0	0	0	0	0	0
FBgn0053820	0	0	0	0	0	0	0	0	0	0
FBgn0053821	0	0	0	0	0	0	0	0	0	0
FBgn0053822	0	0	0	0	0	0	0	0	0	0
FBgn0053823	0	0	0	0	0	0	0	0	0	0
FBgn0053824	0	0	0	0	0	0	0	0	0	0
FBgn0053825	0	0	0	0	0	0	0	0	0	0
FBgn0053826	0	0	0	0	0	0	0	0	0	0
FBgn0053827	0	0	0	0	0	0	0	0	0	0
FBgn0053828	0	0	0	0	0	0	0	0	0	0
FBgn0053829	0	0	0	0	0	0	0	0	0	0
FBgn0053830	0	0	0	0	0	0	0	0	0	0
FBgn0053831	0	0	0	0	0	0	0	0	0	0
FBgn0053832	0	0	0	0	0	0	0	0	0	0
FBgn0053833	0	0	0	0	0	0	0	0	0	0
FBgn0053834	19.05094176	11.8630309	20.20226013	31.8140854	13.1016551	10.15647548	5.236053324	6.95109787	12.03941965	12.03941965
FBgn0053835	0	0	0	0	0	0	0	0	0	0
FBgn0053836	0	0	0	0	0	0	0	0	0	0
FBgn0053837	0	0	0	0	0	0	0	0	0	0
FBgn0053838	0	0	0	0	0	0	0	0	0	0
FBgn0053839	0	0	0	0	0	0	0	0	0	0
FBgn0053840	0	0	0	0	0	0	0	0	0	0
FBgn0053841	0	0	0	0	0	0	0	0	0	0
FBgn0053842	0	0	0	0	0	0	0	0	0	0
FBgn0053843	0	0	0	0	0	0	0	0	0	0
FBgn0053844	0	0	0	0	0	0	0	0	0	0
FBgn0053845	0	0	0	0	0	0	0	0	0	0
FBgn0053846	0	0	0	0	0	0	0	0	0	0
FBgn0053847	0	0	0	0	0	0	0	0	0	0
FBgn0053848	0	0	0	0	0	0	0	0	0	0
FBgn0053849	0	0	0	0	0	0	0	0	0	0
FBgn0053850	0	0	0	0	0	0	0	0	0	0
FBgn0053851	0	0	0	0	0	0	0	0	0	0
FBgn0053852	0	0	0	0	0	0	0	0	0	0
FBgn0053853	0	0	0	0	0	0	0	0	0	0
FBgn0053854	0	0	0	0	0	0	0	0	0	0
FBgn0053855	0	0	0	0	0	0	0	0	0	0
FBgn0053856	0	0	0	0	0	0	0	0	0	0
FBgn0053857	0	0	0	0	0	0	0	0	0	0
FBgn0053858	0	0	0	0	0	0	0	0	0	0
FBgn0053859	0	0	0	0	0	0	0	0	0	0
FBgn0053860	0	0	0	0	0	0	0	0	0	0
FBgn0053861	0	0	0	0	0	0	0	0	0	0
FBgn0053862	0	0	0	0	0	0	0	0	0	0
FBgn0053863	0	0	0	0	0	0	0	0	0	0
FBgn0053864	0	0	0	0	0	0	0	0	0	0
FBgn0053865	0	0	0	0	0	0	0	0	0	0
FBgn0053866	0	0	0	0	0	0	0	0	0	0
FBgn0053867	1778.665199	1512.53644	7616.252069	7584.477959	2132.076006	2534.040631	1259.644828	1316.846874	1774.128879	1774.128879
FBgn0053868	0	0	0	0	0	0	0	0	0	0
FBgn0053869	0	0	0	0	0	0	0	0	0	0
FBgn0053870	0	0	0	0	0	0	0	0	0	0
FBgn0053871	0	0	0	0	0	0	0	0	0	0
FBgn0053872	0	0	0	0	0	0	0	0	0	0
FBgn0053873	0	0	0	0	0	0	0	0	0	0
FBgn0053874	0	0	0	0	0	0	0	0	0	0
FBgn0053875	0	0	0	0	0	0	0	0	0	0
FBgn0053876	0	0	0	0	0	0	0	0	0	0
FBgn0053877	0	0	0	0	0	0	0	0	0	0
FBgn0053878	0	0	0	0	0	0	0	0	0	0
FBgn0053879	0	0	0	0	0	0	0	0	0	0
FBgn0053880	0	0	0	0	0	0	0	0	0	0
FBgn0053881	0	0	0	0	0	0	0	0	0	0
FBgn0053882	0	0	0	0	0	0	0	0	0	0
FBgn0053883	0	0	0	0	0	0	0	0	0	0
FBgn0053884	0	0	0	0	0	0	0	0	0	0
FBgn0053885	0	0	0	0	0	0	0	0	0	0
FBgn0053886	0	0	0	0	0	0	0	0	0	0
FBgn0053887	0	0	0	0	0	0	0	0	0	0
FBgn0053888	0	0	0	0	0	0	0	0	0	0
FBgn0053889	0	0	0	0	0	0	0	0	0	0
FBgn0053890	0	0	0	0	0	0	0	0	0	0
FBgn0053891	0	0	0	0	0	0	0	0	0	0
FBgn0053892	0	0	0	0	0	0	0	0	0	0
FBgn0053893	0	0	0	0	0	0	0	0	0	0
FBgn0053894	0	0	0	0	0	0	0	0	0	0
FBgn0053895	0	0	0	0	0	0	0	0	0	0
FBgn0053896	0	0	0	0	0	0	0	0	0	0
FBgn0053897	0	0	0	0	0	0	0	0	0	0
FBgn0053898	0	0	0	0	0	0	0	0	0	0
FBgn0053899	0	0	0	0	0	0	0	0	0	0
FBgn0053900	0	0	0	0	0	0	0	0	0	0
FBgn0053901	0	0	0	0	0	0	0	0	0	0
FBgn0053902	0	0	0	0	0	0	0	0	0	0
FBgn0053903	0	0	0	0	0	0	0	0	0	0
FBgn0053904	0	0	0	0	0	0	0	0	0	0
FBgn0053905	0	0	0	0	0	0	0	0	0	0
FBgn0053906	0	0	0	0	0	0	0	0	0	0
FBgn0053907	0	0	3.673138206	4.241878053	0.873443673	0	0	0	0.481576786	0.481576786
FBgn0053908	0	0	0	0	0	0	0	0	0	0
FBgn0053909	3952.204464	3152.600463	17849.61511	15559.2087	4665.062659	5550.513847	2184.182244	2685.44081	3743.296357	3743.296357
FBgn0053910	5031.180529	4405.633102	25923.17289	21468.14483	5732.410828	6129.432949	2437.756826	3154.253744	4367.901448	4367.901448
FBgn0053912	0	0	0	0	0	0	0	0	0	0
FBgn0053914	1.731903797	1.482878863	0	0	0.873443673	0.846372956	0	0	0	0
FBgn0053919	3.463807593	5.931515452	0	0	0	0	0	0	0	0
FBgn0053920	5.19571139	5.931515452	0	0	0	0.846372956	0	0	0.481576786	0.481576786
FBgn0053922	0	0	0	0	0	0	0	0	0	0
FBgn0053923	0	1.482878863	1.836569103	0	0	0	0	0	1.926307143	1.926307143
FBgn0053926	55.42092149	57.83227566	192.8397558	201.4892075	131.016551	147.2688944	112.9491503	109.6728775	112.6889679	112.6889679
FBgn0053927	0	1.482878863	0	0	0	0	0	0	0	0
FBgn0053928	1.731903797	4.448636589	0	0	0	0	0	0	0.481576786	0.481576786
FBgn0053929	0	0	0	0	0	0	0	0	0	0
FBgn0053937	60.61663288	57.83227566	1.836569103	0	4.367218366	2.539118869	1.496015236	2.317032623	13.96572679	13.96572679
FBgn0053958	0	0	0	2.120939026	0	0.846372956	0	0	0	0
FBgn0053963	635.6086934	553.1138159	29.38510565	25.45126832	19.21576081	21.15932391	18.70019044	17.76391678	91.9811661	91.9811661
FBgn0053964	0	0	0	0	0	0	0	0	0	0
FBgn0053965	1.731903797	0	0	0	0	0	0	0	0	0
FBgn0053966	0	2.965757726	0	0	0.873443673	0	0	0	0	0
FBgn0053969	595.7749061	575.3569988	999.0935919	1015.929794	959.9145969	937.7812356	396.4440374	403.9360207	494.5793591	494.5793591
FBgn0053970	5.19571139	5.931515452	5.509707308	2.120939026	1.746887346	0.846372956	3.740038089	2.317032623	2.889460715	2.889460715
FBgn0053971	289.227934	275.8154685	3.673138206	14.84657319	5.240662039	4.231864781	4.488045707	3.861721039	40.45245001	40.45245001
FBgn0053977	157.6032455	157.1851595	207.5323086	178.1588782	119.6617832	133.7269271	122.6732493	103.4941238	192.6307143	192.6307143
FBgn0053978	290.9598378	250.6065278	27.54853654	36.05596345	48.9128457	27.93030756	65.07666275	52.51940613	107.3916232	107.3916232
FBgn0053983	10.39142278	4.448636589	1.836569103	0	0	0	1.496015236	2.317032623	1.444730358	1.444730358
FBgn0053985	0	0	3.673138206	0	0	0.846372956	0	1.544688416	0.481576786	0.481576786
FBgn0053986	0	0	0	4.241878053	0.873443673	0	0	0	0	0
FBgn0053987	5.19571139	2.965757726	7.346276411	6.362817079	2.62033102	3.385491825	1.496015236	2.317032623	0.963153572	0.963153572
FBgn0053988	13.85523037	19.27742522	7.346276411	8.483756106	2.62033102	6.77098365	12.7161295	6.95109787	8.668382146	8.668382146
FBgn0053993	0	0	1.836569103	0	0	0	0	0	0	0
FBgn0053995	200.9008404	186.8427367	124.886699	114.5307074	316.1866097	295.3841617	442.8205097	477.3087204	341.919518	341.919518
FBgn0053998	0	0	0	0	0	0	0	0	0	0
FBgn0054001	74.47186326	56.34939679	216.7151541	197.2473295	99.57257875	70.24895537	40.39241136	33.98314514	48.15767859	48.15767859
FBgn0054002	181.8498987	215.0174351	110.1941462	89.07943911	112.6742338	117.6458409	55.35256371	50.97471771	98.24166432	98.24166432
FBgn0054003	0	0	0	0	0	0	0	0	0.481576786	0.481576786
FBgn0054005	5.19571139	2.965757726	7.346276411	0	2.62033102	0	0.748007618	0	0.963153572	0.963153572
FBgn0054006	1.731903797	0	0	0	1.746887346	0	0	0	0	0
FBgn0054007	0	0	0	0	0	0	0	0	0	0
FBgn0054008	31.17426834	37.07197157	53.26050398	50.90253664	30.57052856	27.93030756	60.58861704	57.15347137	48.15767859	48.15767859
FBgn0054010	0	0	7.346276411	2.120939026	3.493774693	5.078237738	0.748007618	1.544688416	1.926307143	1.926307143
FBgn0054011	0	0	0	0	0	0	0	0	0	0
FBgn0054012	1.731903797	1.482878863	0	0	2.62033102	0	0	1.544688416	0	0
FBgn0054015	20.78284556	29.65757726	152.4352355	131.4982196	96.07880406	69.40258241	57.59658657	47.11299667	52.49186966	52.49186966
FBgn0054021	0	1.482878863	0	0	0	0	0	0	0	0
FBgn0054023	0	0	0	0	0	0	0	0	0	0
FBgn0054024	0	0	0	0	0	0	0	0	0	0
FBgn0054025	0	0	0	0	0	0	0	0.772344208	0.963153572	0.963153572
FBgn0054026	0	0	0	0	0	0	0	0	0	0
FBgn0054027	25.97855695	19.27742522	1.836569103	2.120939026	1.746887346	0	0.748007618	0.772344208	4.815767859	4.815767859
FBgn0054028	0	0	0	0	0	0	0	0	0	0
FBgn0054029	0	0	0	0	0	0	0	0	0	0
FBgn0054030	0	0	0	0	0	0	0	0	0	0
FBgn0054031	32.90617214	13.34590977	56.93364219	50.90253664	40.17840897	19.46657799	20.19620568	23.17032623	23.11568572	23.11568572
FBgn0054033	0	0	5.509707308	6.362817079	4.367218366	2.539118869	0.748007618	0.772344208	0.963153572	0.963153572
FBgn0054034	5.19571139	2.965757726	5.509707308	2.120939026	3.493774693	1.692745913	0	0.772344208	0.963153572	0.963153572
FBgn0054038	0	0	0	0	1.746887346	0	0	0	0	0
FBgn0054039	110.841843	75.62682201	104.6844389	99.68413424	69.87549386	74.48082015	75.54876939	83.41317444	80.90490003	80.90490003
FBgn0054040	0	0	0	0	0	0	0	0	0	0
FBgn0054041	1.731903797	2.965757726	1.836569103	0	0	0	0	0	1.926307143	1.926307143
FBgn0054043	5.19571139	5.931515452	0	2.120939026	0.873443673	0.846372956	0	0.772344208	0.481576786	0.481576786
FBgn0054044	1.731903797	0	0	0	0	0	0	0	0	0
FBgn0054045	0	0	0	0	0	0	0	0	0	0
FBgn0054046	0	1.482878863	0	0	0	0	0	0	0	0
FBgn0054047	0	0	0	0	0	0	0	0	0	0
FBgn0054049	0	0	0	0	0	0	0	0	0	0
FBgn0054050	0	0	0	0	0	0	0	0.772344208	0	0
FBgn0054051	0	0	0	0	0	0	0	0	0.481576786	0.481576786
FBgn0054052	3.463807593	0	1.836569103	0	2.62033102	0	0	0	0.481576786	0.481576786
FBgn0054054	0	0	1.836569103	0	0.873443673	0.846372956	0	0.772344208	0.481576786	0.481576786
FBgn0054056	69.27615187	63.76379111	12.85598372	4.241878053	7.860993059	6.77098365	6.73206856	10.81281891	12.52099643	12.52099643
FBgn0054057	32.90617214	35.58909271	5.509707308	2.120939026	0	3.385491825	1.496015236	0.772344208	4.334191073	4.334191073
FBgn0058002	358.5040859	410.757445	984.4010391	861.1012447	651.5889802	797.2833248	607.3821856	675.0288376	798.454311	798.454311
FBgn0058005	646.0001162	579.8056354	508.7296415	468.7275248	478.6471329	304.6942643	448.056563	446.4149521	523.4739662	523.4739662
FBgn0058006	176.6541873	228.3633449	264.4659508	220.5776588	93.45847304	85.48366858	63.58064751	41.70658722	106.4284697	106.4284697
FBgn0058042	817.458592	774.0627665	2991.771069	3268.36704	2008.047005	1624.189703	1213.268356	1323.025628	1409.093675	1409.093675
FBgn0058045	1009.699913	907.5218642	3807.20775	4076.444809	2156.532429	2258.123047	2060.012979	1958.664911	2104.490554	2104.490554
FBgn0058053	116.0375544	151.253644	1.836569103	0	3.493774693	0.846372956	6.73206856	3.861721039	9.631535717	9.631535717
FBgn0058064	0	0	0	0	0	0	0	0	0	0
FBgn0058100	45.02949871	44.48636589	5.509707308	2.120939026	5.240662039	8.463729563	5.236053324	3.089376831	5.77892143	5.77892143
FBgn0058155	0	0	0	0	0	0	0	0	0	0
FBgn0058160	3927.957811	3297.922591	1081.739202	1264.07966	1218.453924	891.230723	1134.727556	1069.696728	2181.061263	2181.061263
FBgn0058172	0	0	0	0	0	0	0	0	0	0
FBgn0058178	1177.694582	1153.679755	2966.059101	3652.257004	1067.348169	872.6105179	720.3313359	586.2092537	1197.681466	1197.681466
FBgn0058182	0	1.482878863	0	0	0	0	0	0	0	0
FBgn0058191	1910.289888	1610.406445	863.1874783	850.4965496	894.4063214	751.5791852	937.2535451	922.9513283	1412.94629	1412.94629
FBgn0058198	0	0	0	0	0	0	0	0	0	0
FBgn0058232	0	0	0	0	0	0	0	0	0	0
FBgn0058263	2080.01646	1875.841762	789.7247142	858.9803057	440.2156113	366.4794901	341.8394813	268.0034401	832.164686	832.164686
FBgn0058298	5.19571139	5.931515452	0	0	0	0	0	0	0	0
FBgn0058354	25.97855695	17.79454636	18.36569103	8.483756106	10.48132408	6.77098365	9.724099031	10.0404747	22.15253215	22.15253215
FBgn0058439	401.8016808	391.4800198	1101.941462	1051.985757	896.1532088	837.0628538	428.608365	417.0658722	688.6548038	688.6548038
FBgn0058441	0	0	0	0	0	0	0	0	0	0
FBgn0058461	5.19571139	4.448636589	14.69255282	8.483756106	4.367218366	2.539118869	1.496015236	0.772344208	3.852614287	3.852614287
FBgn0058469	26776.9646	21159.1985	401540.1224	516126.2702	28837.61632	26741.15355	12084.81107	7773.644451	60150.86686	60150.86686
FBgn0058470	361.9678935	324.750471	464.651983	538.7185127	244.5642285	154.039878	207.9461177	213.9393455	292.317109	292.317109
FBgn0060291	0	1.482878863	0	0	0	0	0	0	0	0
FBgn0060292	8.659518984	1.482878863	0	0	0	0	0	0	1.444730358	1.444730358
FBgn0060296	67.54424807	71.17818542	36.73138206	31.8140854	41.05185264	32.16217234	47.87248754	51.74706192	61.64182859	61.64182859
FBgn0061173	0	0	1.836569103	0	0.873443673	0	0	0	0	0
FBgn0061188	0	0	0	0	0	0	0	0	0	0
FBgn0061196	1.731903797	7.414394315	1.836569103	0	0.873443673	0	0	0	0	0
FBgn0061197	1.731903797	2.965757726	1.836569103	0	0	0	0.748007618	1.544688416	0.481576786	0.481576786
FBgn0061198	145.4799189	189.8084945	1891.666176	1641.606806	637.6138815	617.8522581	333.6113975	336.7420746	372.2588555	372.2588555
FBgn0061200	5912.719562	6171.741828	1618.01738	1440.117599	3131.295569	3147.661024	7162.17294	7056.909026	3476.502817	3476.502817
FBgn0061209	5685.840165	4955.78116	29282.25778	24303.8403	6325.479082	6926.716274	2725.739759	3536.564127	4928.456827	4928.456827
FBgn0061356	0	0	0	0	0	0	0	0	0	0
FBgn0061359	0	0	0	0	0	0	0	0	0	0
FBgn0061360	0	0	0	0	0	0	0	0	0	0
FBgn0061361	0	0	0	0	0	0	0	0	0	0
FBgn0061362	0	0	0	0	0	0	0	0	0	0
FBgn0061435	0	0	0	0	0	0	0	0	0	0
FBgn0061469	992.3808755	952.00823	574.8461292	525.9928786	1308.418623	1354.19673	1603.728332	1536.964973	656.8707359	656.8707359
FBgn0061476	432.9759492	418.1718394	343.4384222	447.5181346	512.7114362	517.1338763	627.5783913	603.2008263	522.9923895	522.9923895
FBgn0061492	784.5524199	797.7888283	978.8913318	1028.655428	673.4250721	747.3473204	544.5495457	461.089492	784.0070074	784.0070074
FBgn0061515	1051.265605	1109.19339	3129.513751	3323.511454	2798.513529	2258.96942	2338.271813	2200.408648	1749.086886	1749.086886
FBgn0062411	0	0	0	0	0	0	0	0	0	0
FBgn0062412	0	0	0	0	0.873443673	0.846372956	0.748007618	0.772344208	0.963153572	0.963153572
FBgn0062413	753.3781516	790.374434	573.0095601	566.2907201	718.8441431	695.7185701	717.3393054	663.4436745	920.7748146	920.7748146
FBgn0062440	91.79090123	94.90424723	552.8073	559.927903	247.1845595	264.0683624	235.6223996	220.1180992	193.5938679	193.5938679
FBgn0062442	311.7426834	274.3325897	988.0741773	1151.669891	467.2923652	585.6900857	685.9229855	722.9141785	564.8895698	564.8895698
FBgn0062449	332.525529	321.7847133	84.48217873	89.07943911	103.9397971	89.71553337	196.7260035	173.7774467	179.6281411	179.6281411
FBgn0062517	17.31903797	17.79454636	1.836569103	10.60469513	6.114105713	6.77098365	1.496015236	1.544688416	5.297344645	5.297344645
FBgn0062565	5.19571139	13.34590977	12.85598372	27.57220734	11.35476775	7.617356607	1.496015236	3.089376831	4.815767859	4.815767859
FBgn0062928	284.0322227	278.7812262	11384.89187	9616.337546	2353.057256	2512.881307	278.2588338	300.4418968	817.7173824	817.7173824
FBgn0062961	0	0	0	0	0	0	0	0	0	0
FBgn0062978	5.19571139	2.965757726	0	4.241878053	7.860993059	3.385491825	4.488045707	3.089376831	4.815767859	4.815767859
FBgn0063083	0	0	0	0	0	0	0	0	0	0
FBgn0063127	1.731903797	0	9.182845514	16.96751221	1.746887346	1.692745913	0	0	0.481576786	0.481576786
FBgn0063261	0	0	0	0	0	0	0	0	0	0
FBgn0063298	0	0	0	0	0	0	0	0	0	0
FBgn0063368	20.78284556	32.62333499	20.20226013	10.60469513	9.607880406	17.77383208	11.22011427	5.406409454	13.48415	13.48415
FBgn0063373	0	0	0	0	0	0	0	0	0	0
FBgn0063374	0	0	0	0	0	0	0	0	0	0
FBgn0063375	0	0	0	0	0	0	0	0	0	0
FBgn0063376	0	1.482878863	0	0	0	0	0	0	0.481576786	0.481576786
FBgn0063377	0	0	0	0	0	0	0	0	0	0
FBgn0063378	0	0	0	0	0	0	0	0	0	0
FBgn0063379	0	0	0	0	0	0	0	0	0	0
FBgn0063380	0	0	0	0	0	0	0	0	0	0
FBgn0063381	0	0	0	0	0	0	0	0	0.481576786	0.481576786
FBgn0063382	3.463807593	2.965757726	0	0	0	0	0	0	0.481576786	0.481576786
FBgn0063383	0	4.448636589	0	0	0	0	0	0	0	0
FBgn0063384	0	2.965757726	0	0	0	0	0	0	0.963153572	0.963153572
FBgn0063385	13.85523037	26.69181953	0	0	0	0	0	0	4.334191073	4.334191073
FBgn0063386	0	0	0	0	0	0	0	0	0	0
FBgn0063387	0	0	0	0	0	0	0	0	0	0
FBgn0063388	1.731903797	0	0	0	0	0	0	0	0	0
FBgn0063389	0	1.482878863	0	0	0	0	0	0	0	0
FBgn0063391	10.39142278	10.38015204	1.836569103	0	0.873443673	0	1.496015236	0.772344208	4.334191073	4.334191073
FBgn0063392	6.927615187	5.931515452	0	0	0	0	0	0	1.444730358	1.444730358
FBgn0063449	311.7426834	330.6819864	1731.884664	1334.070648	682.1595088	590.7683235	69.56470845	59.470504	298.0960305	298.0960305
FBgn0063485	427.7802378	413.7232028	187.3300485	188.7635734	839.37937	717.7242669	884.8930118	831.0423675	412.7113055	412.7113055
FBgn0063491	24.24665315	29.65757726	448.1228611	572.6535371	223.6015804	215.8251039	113.6971579	128.9814827	104.5021625	104.5021625
FBgn0063492	355.0402783	320.3018344	2308.567362	2031.859587	1229.808692	1367.738697	585.6899647	617.8753662	670.8364627	670.8364627
FBgn0063493	273.6407999	303.9901669	690.5499827	742.3286593	399.1637587	327.5463341	440.5764869	468.8129341	444.0137966	444.0137966
FBgn0063494	1931.072733	1773.52312	3627.223978	3989.486309	1843.839594	1977.973599	5029.603222	5010.96922	4067.397533	4067.397533
FBgn0063495	1.731903797	1.482878863	5.509707308	2.120939026	1.746887346	2.539118869	1.496015236	1.544688416	2.889460715	2.889460715
FBgn0063496	5.19571139	2.965757726	0	0	0	0	0	0.772344208	0	0
FBgn0063497	48.49330631	66.72954883	859.5143401	797.473074	234.9563481	242.9090385	159.3256226	166.0540047	175.7755268	175.7755268
FBgn0063498	5.19571139	5.931515452	36.73138206	55.14441469	25.32986652	12.69559434	22.44022853	18.53626099	21.67095536	21.67095536
FBgn0063499	0	0	0	0	0	0	0	0	0	0
FBgn0063649	121.2332658	133.4590977	104.6844389	123.0144635	57.64728243	61.78522581	81.53283034	58.69815979	75.60755538	75.60755538
FBgn0063667	0	0	0	0	0	0	0	0	0	0
FBgn0063670	599.2387137	496.7644191	1854.934794	1885.514795	1198.36472	1123.136913	628.3263989	601.6561378	891.3986306	891.3986306
FBgn0063923	22.51474936	17.79454636	44.07765847	44.53971956	26.2033102	17.77383208	6.73206856	3.861721039	11.07626608	11.07626608
FBgn0063924	0	1.482878863	0	0	0	0	0	0	0	0
FBgn0064115	0	0	0	0	0	0	0	0	0	0
